---,Actor,Location,Rotation,Scale,Meshes
Row_7363,Class'/Script/Engine.DecalActor',"(X=10561.204102,Y=-464.012299,Z=-232.682739)","(Pitch=0.000046,Yaw=-0.000239,Roll=-179.999084)","(X=0.011824,Y=0.961369,Z=0.639643)",""
Row_7364,Class'/Script/Engine.DecalActor',"(X=10349.013672,Y=550.984863,Z=-350.000671)","(Pitch=-90.000000,Yaw=-346.737427,Roll=-733.261841)","(X=0.004019,Y=1.122406,Z=0.848999)",""
Row_7365,Class'/Script/Engine.DecalActor',"(X=10561.204102,Y=42.784836,Z=-202.772339)","(Pitch=-0.000124,Yaw=0.000207,Roll=-359.999390)","(X=0.011824,Y=0.961369,Z=0.639643)",""
Row_7366,Class'/Script/Engine.DecalActor',"(X=10561.204102,Y=488.514404,Z=-202.772339)","(Pitch=-0.000124,Yaw=0.000207,Roll=-359.999390)","(X=0.011824,Y=0.961369,Z=0.639643)",""
Row_7367,Class'/Script/Engine.DecalActor',"(X=10561.204102,Y=800.708557,Z=-192.860535)","(Pitch=0.000198,Yaw=0.000122,Roll=-449.999481)","(X=0.011824,Y=0.619744,Z=0.494738)",""
Row_7368,Class'/Script/Engine.DecalActor',"(X=10507.023438,Y=-3571.770508,Z=-351.879517)","(Pitch=-90.000000,Yaw=-26.565033,Roll=-63.433807)","(X=0.017333,Y=0.282931,Z=0.267588)",""
Row_7369,Class'/Script/Engine.DecalActor',"(X=10159.267578,Y=-3571.770508,Z=-351.879517)","(Pitch=-90.000000,Yaw=-89.999992,Roll=-179.998566)","(X=0.017333,Y=0.282931,Z=0.267588)",""
Row_7370,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-1943.964355,Z=-351.879517)","(Pitch=-90.000000,Yaw=19.470076,Roll=-379.468689)","(X=0.017333,Y=0.282931,Z=0.176078)",""
Row_7371,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-1216.454224,Z=-351.879517)","(Pitch=-90.000000,Yaw=10.023952,Roll=-190.022797)","(X=0.017333,Y=0.282931,Z=0.176078)",""
Row_7372,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-169.325974,Z=-351.879517)","(Pitch=-90.000000,Yaw=2.530805,Roll=177.470352)","(X=0.017333,Y=0.282931,Z=0.176078)",""
Row_7373,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-520.916626,Z=-770.083496)","(Pitch=-90.000000,Yaw=315.000000,Roll=135.000946)","(X=0.017333,Y=0.282931,Z=0.267232)",""
Row_7374,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-1962.673950,Z=-770.083496)","(Pitch=-90.000000,Yaw=0.000000,Roll=90.000938)","(X=0.017333,Y=0.282931,Z=0.445380)",""
Row_7375,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-2513.901367,Z=-770.083496)","(Pitch=-90.000000,Yaw=-25.239410,Roll=25.240128)","(X=0.017333,Y=0.282931,Z=0.231383)",""
Row_7376,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-2990.072998,Z=-770.083496)","(Pitch=-90.000000,Yaw=374.850800,Roll=-194.850296)","(X=0.017333,Y=0.282931,Z=0.231383)",""
Row_7377,Class'/Script/Engine.DecalActor',"(X=10521.677734,Y=-3562.110352,Z=-770.083496)","(Pitch=-90.000000,Yaw=374.850800,Roll=-194.850296)","(X=0.017333,Y=0.282931,Z=0.231383)",""
Row_7378,Class'/Script/Engine.DecalActor',"(X=10105.498047,Y=-3562.110352,Z=-770.083496)","(Pitch=-90.000000,Yaw=374.850800,Roll=-374.850372)","(X=0.017333,Y=0.282931,Z=0.529696)",""
Row_7379,Class'/Script/Engine.DecalActor',"(X=9825.234375,Y=-3535.398438,Z=-769.907593)","(Pitch=-90.000000,Yaw=1.687600,Roll=-181.687454)","(X=0.017333,Y=0.282931,Z=0.529696)",""
Row_7380,Class'/Script/Engine.DecalActor',"(X=9520.738281,Y=-3535.398438,Z=-770.083496)","(Pitch=-90.000000,Yaw=0.211061,Roll=179.789093)","(X=0.017333,Y=0.282931,Z=0.529696)",""
Row_7381,Class'/Script/Engine.DecalActor',"(X=9276.607422,Y=-3549.646973,Z=-770.083496)","(Pitch=-90.000000,Yaw=179.841812,Roll=0.158325)","(X=0.019524,Y=0.282931,Z=0.886903)",""
Row_7382,Class'/Script/Engine.DecalActor',"(X=8932.152344,Y=-3549.646973,Z=-770.083496)","(Pitch=-90.000000,Yaw=14.851192,Roll=-14.851311)","(X=0.019524,Y=0.282931,Z=0.694016)",""
Row_7383,Class'/Script/Engine.DecalActor',"(X=9825.234375,Y=-3360.086914,Z=-769.907593)","(Pitch=-90.000000,Yaw=370.025024,Roll=-10.025154)","(X=0.017333,Y=0.282931,Z=0.529696)",""
Row_7384,Class'/Script/Engine.DecalActor',"(X=10393.422852,Y=-2324.826904,Z=-350.000671)","(Pitch=-90.000000,Yaw=5.050619,Roll=-5.049896)","(X=0.004019,Y=0.295653,Z=0.295653)",""
Row_7385,Class'/Script/Engine.DecalActor',"(X=9550.442383,Y=-3360.086914,Z=-769.907593)","(Pitch=-90.000000,Yaw=14.851199,Roll=-14.851318)","(X=0.017333,Y=0.282931,Z=0.529696)",""
Row_7386,Class'/Script/Engine.DecalActor',"(X=10043.967773,Y=-1977.012451,Z=-769.907593)","(Pitch=-90.000000,Yaw=5.051125,Roll=-5.051270)","(X=0.017333,Y=0.320121,Z=0.430456)",""
Row_7387,Class'/Script/Engine.DecalActor',"(X=10043.967773,Y=-1102.622070,Z=-769.907593)","(Pitch=-90.000000,Yaw=-63.434963,Roll=-26.565369)","(X=0.017333,Y=0.320121,Z=0.292452)",""
Row_7388,Class'/Script/Engine.DecalActor',"(X=10036.544922,Y=1098.396240,Z=-769.907593)","(Pitch=-90.000000,Yaw=-720.000000,Roll=-630.000122)","(X=0.017333,Y=0.320121,Z=0.292452)",""
Row_7389,Class'/Script/Engine.DecalActor',"(X=10168.884766,Y=1460.110107,Z=-769.907593)","(Pitch=-90.000000,Yaw=14.036263,Roll=75.963615)","(X=0.017333,Y=0.427010,Z=0.814672)",""
Row_7390,Class'/Script/Engine.DecalActor',"(X=10370.916992,Y=1446.414062,Z=-769.907593)","(Pitch=-90.000000,Yaw=90.000000,Roll=-180.000366)","(X=0.017333,Y=0.609622,Z=1.045773)",""
Row_7391,Class'/Script/Engine.DecalActor',"(X=9701.374023,Y=-330.141968,Z=-769.907593)","(Pitch=-90.000000,Yaw=-5.051048,Roll=365.050812)","(X=0.017333,Y=0.651852,Z=0.947730)",""
Row_7392,Class'/Script/Engine.DecalActor',"(X=9069.669922,Y=-334.856110,Z=-769.907593)","(Pitch=-90.000000,Yaw=386.565033,Roll=-116.565460)","(X=0.017333,Y=0.458782,Z=0.534932)",""
Row_7393,Class'/Script/Engine.DecalActor',"(X=9216.273438,Y=-334.856201,Z=-769.907593)","(Pitch=-90.000000,Yaw=44.999996,Roll=-135.000443)","(X=0.017333,Y=0.458782,Z=0.534932)",""
Row_7394,Class'/Script/Engine.DecalActor',"(X=9428.869141,Y=-334.856110,Z=-769.907593)","(Pitch=-90.000000,Yaw=0.000000,Roll=-90.000458)","(X=0.017333,Y=0.458782,Z=0.534932)",""
Row_7395,Class'/Script/Engine.DecalActor',"(X=10409.851562,Y=-3112.654785,Z=-349.854034)","(Pitch=-90.000000,Yaw=5.050619,Roll=-5.049896)","(X=0.004019,Y=0.295653,Z=0.295653)",""
Row_7396,Class'/Script/Engine.DecalActor',"(X=8813.862305,Y=-334.444214,Z=-769.907593)","(Pitch=-90.000000,Yaw=0.000000,Roll=-90.000458)","(X=0.017333,Y=0.355833,Z=0.493991)",""
Row_7397,Class'/Script/Engine.DecalActor',"(X=8813.862305,Y=1283.882690,Z=-769.907593)","(Pitch=-90.000000,Yaw=0.000000,Roll=-90.000458)","(X=0.017333,Y=0.355833,Z=0.493991)",""
Row_7398,Class'/Script/Engine.DecalActor',"(X=8813.862305,Y=1484.989746,Z=-769.907593)","(Pitch=-90.000000,Yaw=-9.462341,Roll=99.462143)","(X=0.017333,Y=0.355833,Z=0.493991)",""
Row_7399,Class'/Script/Engine.DecalActor',"(X=8813.862305,Y=-1946.609375,Z=-769.907593)","(Pitch=-90.000000,Yaw=180.000000,Roll=-90.000214)","(X=0.017333,Y=0.355833,Z=0.493991)",""
Row_7400,Class'/Script/Engine.DecalActor',"(X=10449.878906,Y=-3294.135742,Z=-349.854034)","(Pitch=-90.000000,Yaw=-328.253723,Roll=508.254700)","(X=0.004019,Y=0.295653,Z=0.295653)",""
Row_7401,Class'/Script/Engine.DecalActor',"(X=10106.949219,Y=-3455.202393,Z=-349.979797)","(Pitch=-90.000000,Yaw=35.264423,Roll=144.736542)","(X=0.001722,Y=0.535122,Z=0.554719)",""
Row_7402,Class'/Script/Engine.DecalActor',"(X=10496.325195,Y=418.127472,Z=-350.000671)","(Pitch=-90.000000,Yaw=-7.125031,Roll=47.125149)","(X=0.004019,Y=0.295653,Z=0.295653)",""
Row_7403,Class'/Script/Engine.DecalActor',"(X=10502.016602,Y=-534.701599,Z=-353.759552)","(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000)","(X=0.033821,Y=0.349382,Z=0.239533)",""
Row_7404,Class'/Script/Engine.DecalActor',"(X=10495.064453,Y=-418.194122,Z=-353.759552)","(Pitch=-90.000000,Yaw=356.423676,Roll=994.806030)","(X=0.033821,Y=0.349382,Z=0.343983)",""
Row_7405,Class'/Script/Engine.DecalActor',"(X=10495.064453,Y=-2355.145752,Z=-353.759552)","(Pitch=-90.000000,Yaw=2160.000000,Roll=359.528229)","(X=0.033821,Y=0.349382,Z=0.343983)",""
Row_7406,Class'/Script/Engine.DecalActor',"(X=10492.203125,Y=-2497.633301,Z=-353.759552)","(Pitch=-90.000000,Yaw=2880.000000,Roll=783.712036)","(X=0.033821,Y=0.349382,Z=0.343983)",""
Row_7407,Class'/Script/Engine.DecalActor',"(X=10471.971680,Y=-3113.278320,Z=-353.759552)","(Pitch=-90.000000,Yaw=-374.036255,Roll=1548.063843)","(X=0.035121,Y=0.393595,Z=0.426360)",""
Row_7408,Class'/Script/Engine.DecalActor',"(X=10513.345703,Y=307.392029,Z=-353.759552)","(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000)","(X=0.033821,Y=0.349382,Z=0.239533)",""
Row_7409,Class'/Script/Engine.DecalActor',"(X=10497.764648,Y=199.597015,Z=-356.068085)","(Pitch=-90.000000,Yaw=-450.000000,Roll=160.000153)","(X=0.053389,Y=0.284377,Z=0.284377)",""
Row_7410,Class'/Script/Engine.DecalActor',"(X=10374.994141,Y=-298.120239,Z=-356.101379)","(Pitch=-90.000000,Yaw=-450.000000,Roll=139.999939)","(X=0.054143,Y=0.593493,Z=0.656018)",""
Row_7411,Class'/Script/Engine.DecalActor',"(X=10398.380859,Y=602.000977,Z=-346.787445)","(Pitch=-90.000000,Yaw=354.948944,Roll=365.050903)","(X=0.054143,Y=0.593493,Z=0.656018)",""
Row_7412,Class'/Script/Engine.DecalActor',"(X=10251.790039,Y=363.490173,Z=-356.101440)","(Pitch=-90.000000,Yaw=-10.024906,Roll=10.024767)","(X=0.054143,Y=1.085291,Z=0.995224)",""
Row_7413,Class'/Script/Engine.DecalActor',"(X=10406.400391,Y=94.124565,Z=-356.101379)","(Pitch=-90.000000,Yaw=0.000000,Roll=-90.000183)","(X=0.054143,Y=0.593493,Z=0.656018)",""
Row_7414,Class'/Script/Engine.DecalActor',"(X=9312.905273,Y=512.353577,Z=-773.974365)","(Pitch=-90.000000,Yaw=-35.263840,Roll=35.262955)","(X=0.054143,Y=1.624967,Z=2.992213)",""
Row_7415,Class'/Script/Engine.DecalActor',"(X=9377.691406,Y=-1089.479492,Z=-773.974365)","(Pitch=-90.000000,Yaw=-160.529144,Roll=-19.471924)","(X=0.054143,Y=1.520293,Z=2.624254)",""
Row_7416,Class'/Script/Engine.DecalActor',"(X=9374.842773,Y=-2668.320801,Z=-773.974365)","(Pitch=-90.000000,Yaw=-35.263840,Roll=35.262955)","(X=0.054143,Y=1.562825,Z=2.630215)",""
Row_7417,Class'/Script/Engine.DecalActor',"(X=9645.600586,Y=440.658447,Z=-773.984863)","(Pitch=-90.000000,Yaw=-35.263840,Roll=35.262955)","(X=0.054143,Y=3.239678,Z=3.456764)",""
Row_7418,Class'/Script/Engine.DecalActor',"(X=9645.600586,Y=-1034.932251,Z=-773.984863)","(Pitch=-90.000000,Yaw=-27.937174,Roll=-152.063919)","(X=0.054143,Y=3.577641,Z=3.770526)",""
Row_7419,Class'/Script/Engine.DecalActor',"(X=9683.137695,Y=-2705.713379,Z=-773.983215)","(Pitch=-90.000000,Yaw=90.000000,Roll=-0.001221)","(X=0.054143,Y=3.470160,Z=3.234157)",""
Row_7420,Class'/Script/Engine.DecalActor',"(X=7145.527832,Y=5641.291016,Z=-924.164001)","(Pitch=-90.000000,Yaw=-1440.000000,Roll=2873.041016)","(X=1.000000,Y=0.633022,Z=1.117042)",""
Row_7421,Class'/Script/Engine.DecalActor',"(X=9304.104492,Y=6926.774902,Z=-885.500366)","(Pitch=-90.000000,Yaw=710.537659,Roll=-812.076782)","(X=0.777003,Y=0.639293,Z=0.639293)",""
Row_7422,Class'/Script/Engine.DecalActor',"(X=8527.690430,Y=7252.713867,Z=-819.332703)","(Pitch=-88.031479,Yaw=2.088807,Roll=809.999634)","(X=0.138005,Y=0.402898,Z=0.402898)",""
Row_7423,Class'/Script/Engine.DecalActor',"(X=8771.343750,Y=6854.037598,Z=-814.463562)","(Pitch=-88.681496,Yaw=-28.940355,Roll=-539.353455)","(X=0.138005,Y=0.572603,Z=0.572603)",""
Row_7424,Class'/Script/Engine.DecalActor',"(X=8862.940430,Y=7545.059570,Z=-817.518127)","(Pitch=-88.448318,Yaw=1456.862671,Roll=-809.998474)","(X=0.108800,Y=0.508165,Z=0.508165)",""
Row_7425,Class'/Script/Engine.DecalActor',"(X=9096.278320,Y=7143.037109,Z=-900.768005)","(Pitch=-89.305054,Yaw=2015.633545,Roll=-1709.992188)","(X=0.915045,Y=0.815548,Z=0.815548)",""
Row_7426,Class'/Script/Engine.DecalActor',"(X=-11933.109375,Y=15633.077148,Z=-326.122314)","(Pitch=0.942846,Yaw=2732.976318,Roll=4409.669922)","(X=0.069992,Y=0.570000,Z=0.570000)",""
Row_7427,Class'/Script/Engine.DecalActor',"(X=-12013.844727,Y=15434.852539,Z=-326.641449)","(Pitch=-0.358860,Yaw=2641.122559,Roll=4409.068359)","(X=0.068764,Y=0.560000,Z=0.560000)",""
Row_7428,Class'/Script/Engine.DecalActor',"(X=-12169.529297,Y=16016.593750,Z=-329.385345)","(Pitch=0.327139,Yaw=2730.723145,Roll=4409.630859)","(X=0.065080,Y=0.530000,Z=0.530000)",""
Row_7429,Class'/Script/Engine.DecalActor',"(X=-12504.202148,Y=15593.966797,Z=-319.510620)","(Pitch=-0.930930,Yaw=2551.116943,Roll=4410.358887)","(X=0.068764,Y=0.514536,Z=0.560000)",""
Row_7430,Class'/Script/Engine.DecalActor',"(X=-12728.170898,Y=16477.681641,Z=-325.907806)","(Pitch=0.358961,Yaw=2461.122314,Roll=4410.930664)","(X=0.068764,Y=0.626200,Z=0.933612)",""
Row_7431,Class'/Script/Engine.DecalActor',"(X=-9822.673828,Y=17408.361328,Z=-341.517334)","(Pitch=0.000307,Yaw=-9.999827,Roll=89.999947)","(X=0.007473,Y=1.000000,Z=0.861650)",""
Row_7432,Class'/Script/Engine.DecalActor',"(X=-9836.228516,Y=17411.666016,Z=-341.517334)","(Pitch=0.000307,Yaw=-9.999827,Roll=89.999947)","(X=0.007473,Y=1.000000,Z=0.891770)",""
Row_7433,Class'/Script/Engine.DecalActor',"(X=-10335.560547,Y=18119.000000,Z=-343.000336)","(Pitch=0.000328,Yaw=180.000168,Roll=89.999962)","(X=0.292203,Y=1.000000,Z=1.144280)",""
Row_7434,Class'/Script/Engine.DecalActor',"(X=-11282.468750,Y=17356.716797,Z=-593.819092)","(Pitch=-90.000000,Yaw=-90.000000,Roll=179.999756)","(X=0.054608,Y=0.600000,Z=0.600000)",""
Row_7435,Class'/Script/Engine.DecalActor',"(X=-10707.321289,Y=17356.716797,Z=-593.819092)","(Pitch=-90.000000,Yaw=90.000000,Roll=-170.000305)","(X=0.054608,Y=0.600000,Z=0.600000)",""
Row_7436,Class'/Script/Engine.DecalActor',"(X=-10126.864258,Y=17381.287109,Z=-593.819092)","(Pitch=-90.000000,Yaw=90.000000,Roll=170.000000)","(X=0.054608,Y=0.600000,Z=0.600000)",""
Row_7437,Class'/Script/Engine.DecalActor',"(X=-9557.760742,Y=17381.285156,Z=-582.840393)","(Pitch=-90.000000,Yaw=-26.565033,Roll=-63.435394)","(X=0.054608,Y=0.600000,Z=0.600000)",""
Row_7438,Class'/Script/Engine.DecalActor',"(X=-8989.744141,Y=17381.283203,Z=-582.892944)","(Pitch=-90.000000,Yaw=0.000000,Roll=-90.000397)","(X=0.150207,Y=0.600000,Z=0.600000)",""
Row_7439,Class'/Script/Engine.DecalActor',"(X=-11697.879883,Y=17585.402344,Z=-603.463806)","(Pitch=-90.000000,Yaw=90.000000,Roll=10.000076)","(X=0.093725,Y=0.782500,Z=0.782500)",""
Row_7440,Class'/Script/Engine.DecalActor',"(X=-11462.525391,Y=17484.205078,Z=-603.463806)","(Pitch=-90.000000,Yaw=180.000000,Roll=109.999756)","(X=0.093725,Y=0.782500,Z=0.782500)",""
Row_7441,Class'/Script/Engine.DecalActor',"(X=-11053.509766,Y=17495.716797,Z=-603.463867)","(Pitch=-90.000000,Yaw=0.000000,Roll=-140.000290)","(X=0.093725,Y=0.782500,Z=0.782500)",""
Row_7442,Class'/Script/Engine.DecalActor',"(X=-10715.607422,Y=17725.332031,Z=-603.463867)","(Pitch=-90.000000,Yaw=360.000000,Roll=219.999893)","(X=0.093725,Y=0.782500,Z=0.782500)",""
Row_7443,Class'/Script/Engine.DecalActor',"(X=-10528.720703,Y=17564.242188,Z=-603.463867)","(Pitch=-90.000000,Yaw=0.000000,Roll=-50.000214)","(X=0.093725,Y=0.782500,Z=0.782500)",""
Row_7444,Class'/Script/Engine.DecalActor',"(X=-10102.192383,Y=17564.240234,Z=-604.151367)","(Pitch=-90.000000,Yaw=0.000000,Roll=-50.000214)","(X=0.093725,Y=1.293739,Z=1.385259)",""
Row_7445,Class'/Script/Engine.DecalActor',"(X=-9590.991211,Y=17676.029297,Z=-593.172791)","(Pitch=-90.000000,Yaw=0.000000,Roll=-160.000183)","(X=0.093725,Y=1.293739,Z=1.385259)",""
Row_7446,Class'/Script/Engine.DecalActor',"(X=-8962.022461,Y=17682.476562,Z=-592.270569)","(Pitch=-90.000000,Yaw=165.963730,Roll=-55.964294)","(X=0.093725,Y=1.293739,Z=1.385259)",""
Row_7447,Class'/Script/Engine.DecalActor',"(X=-12897.658203,Y=17511.535156,Z=-603.463806)","(Pitch=-90.000000,Yaw=0.000000,Roll=40.000000)","(X=0.093725,Y=0.782500,Z=0.782500)",""
Row_7448,Class'/Script/Engine.DecalActor',"(X=-12500.185547,Y=17502.185547,Z=-603.977417)","(Pitch=-90.000000,Yaw=0.000000,Roll=-170.000458)","(X=0.093725,Y=0.782500,Z=0.782500)",""
Row_7449,Class'/Script/Engine.DecalActor',"(X=-12782.147461,Y=17595.171875,Z=-593.818115)","(Pitch=-90.000000,Yaw=90.000000,Roll=-0.000244)","(X=0.029352,Y=0.322500,Z=0.322500)",""
Row_7450,Class'/Script/Engine.DecalActor',"(X=-12193.676758,Y=17513.941406,Z=-593.818115)","(Pitch=-90.000000,Yaw=90.000000,Roll=-0.000244)","(X=0.029352,Y=0.322500,Z=0.322500)",""
Row_7451,Class'/Script/Engine.DecalActor',"(X=-12337.815430,Y=17389.082031,Z=-593.818115)","(Pitch=-90.000000,Yaw=90.000000,Roll=-0.000244)","(X=0.054608,Y=0.600000,Z=0.600000)",""
Row_7452,Class'/Script/Engine.DecalActor',"(X=-12912.372070,Y=17378.380859,Z=-593.818115)","(Pitch=-90.000000,Yaw=0.000000,Roll=79.999870)","(X=0.054608,Y=0.600000,Z=0.600000)",""
Row_7453,Class'/Script/Engine.DecalActor',"(X=-11767.201172,Y=17356.718750,Z=-593.819092)","(Pitch=-90.000000,Yaw=90.000000,Roll=9.999992)","(X=0.054608,Y=0.600000,Z=0.600000)",""
Row_7454,Class'/Script/Engine.DecalActor',"(X=6104.979980,Y=11562.920898,Z=-903.303467)","(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_7455,Class'/Script/Engine.DecalActor',"(X=6028.945801,Y=11314.522461,Z=-901.609314)","(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=0.396320,Z=0.479762)",""
Row_7456,Class'/Script/Engine.DecalActor',"(X=6132.978516,Y=11314.522461,Z=-910.678833)","(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=0.396320,Z=0.479762)",""
Row_7457,Class'/Script/Engine.DecalActor',"(X=6163.171387,Y=11308.073242,Z=-876.181396)","(Pitch=-90.000000,Yaw=2880.000000,Roll=2028.159668)","(X=1.000000,Y=0.492372,Z=0.475727)",""
Row_7458,Class'/Script/Engine.DecalActor',"(X=6047.989258,Y=11308.073242,Z=-876.181396)","(Pitch=-90.000000,Yaw=1080.000000,Roll=753.798950)","(X=1.000000,Y=0.492372,Z=0.475727)",""
Row_7459,Class'/Script/Engine.DecalActor',"(X=5995.854004,Y=11308.073242,Z=-876.181396)","(Pitch=-90.000000,Yaw=1800.000000,Roll=1094.068115)","(X=1.000000,Y=0.492372,Z=0.475727)",""
Row_7460,Class'/Script/Engine.DecalActor',"(X=6308.488770,Y=11157.144531,Z=-888.656799)","(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=0.323486,Z=0.308479)",""
Row_7461,Class'/Script/Engine.DecalActor',"(X=6286.149414,Y=11297.579102,Z=-910.891663)","(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=0.468336,Z=0.522724)",""
Row_7462,Class'/Script/Engine.DecalActor',"(X=6253.765137,Y=11283.907227,Z=-826.881409)","(Pitch=-89.408165,Yaw=-26.493427,Roll=115.077209)","(X=0.157127,Y=0.533284,Z=0.321104)",""
Row_7463,Class'/Script/Engine.DecalActor',"(X=6010.467285,Y=11328.754883,Z=-815.476379)","(Pitch=-88.038345,Yaw=-1344.084106,Roll=1276.879028)","(X=0.157127,Y=0.533284,Z=0.321104)",""
Row_7464,Class'/Script/Engine.DecalActor',"(X=6075.626953,Y=11277.340820,Z=-809.732910)","(Pitch=-86.750313,Yaw=-61.984196,Roll=135.882538)","(X=0.057406,Y=0.533284,Z=0.321104)",""
Row_7465,Class'/Script/Engine.DecalActor',"(X=6077.348145,Y=11328.040039,Z=-812.495300)","(Pitch=-89.362640,Yaw=35.340744,Roll=-152.500549)","(X=0.157127,Y=0.533284,Z=0.321104)",""
Row_7466,Class'/Script/Engine.DecalActor',"(X=6138.476562,Y=11366.227539,Z=-856.632629)","(Pitch=-82.227364,Yaw=89.997063,Roll=-89.994148)","(X=1.000000,Y=0.295733,Z=0.188148)",""
Row_7467,Class'/Script/Engine.DecalActor',"(X=6326.484863,Y=11319.127930,Z=-795.462219)","(Pitch=-90.000000,Yaw=1080.000000,Roll=1028.138672)","(X=0.057311,Y=0.656152,Z=0.656152)",""
Row_7468,Class'/Script/Engine.DecalActor',"(X=18040.095703,Y=21773.166016,Z=-1547.743896)","(Pitch=-87.847206,Yaw=0.000000,Roll=0.000000)","(X=0.064555,Y=0.355127,Z=0.355127)",""
Row_7469,Class'/Script/Engine.DecalActor',"(X=7025.452148,Y=16186.433594,Z=-99.876427)","(Pitch=-0.000638,Yaw=179.999802,Roll=55.231812)","(X=0.010787,Y=0.300000,Z=0.300000)",""
Row_7470,Class'/Script/Engine.DecalActor',"(X=5822.036621,Y=15373.524414,Z=-99.876427)","(Pitch=-0.000638,Yaw=89.999649,Roll=55.231750)","(X=0.010787,Y=0.300000,Z=0.300000)",""
Row_7471,Class'/Script/Engine.DecalActor',"(X=3341.056396,Y=11251.141602,Z=-370.069763)","(Pitch=-88.711533,Yaw=118.929718,Roll=56.627705)","(X=0.055114,Y=0.254958,Z=0.217440)",""
Row_7472,Class'/Script/Engine.DecalActor',"(X=3359.511230,Y=11262.067383,Z=-370.055634)","(Pitch=-88.711220,Yaw=118.929924,Roll=56.627499)","(X=0.055114,Y=0.162041,Z=0.157348)",""
Row_7473,Class'/Script/Engine.DecalActor',"(X=3401.875000,Y=11207.232422,Z=-423.655823)","(Pitch=-0.859572,Yaw=179.581909,Roll=1.017976)","(X=0.055114,Y=0.254958,Z=0.217440)",""
Row_7474,Class'/Script/Engine.DecalActor',"(X=3357.810547,Y=11162.547852,Z=-370.349792)","(Pitch=-88.711220,Yaw=118.929924,Roll=56.627499)","(X=0.007579,Y=0.254958,Z=0.217440)",""
Row_7475,Class'/Script/Engine.DecalActor',"(X=3356.511963,Y=11153.721680,Z=-406.027283)","(Pitch=0.462349,Yaw=89.806709,Roll=89.323311)","(X=0.007579,Y=0.254958,Z=0.217440)",""
Row_7476,Class'/Script/Engine.DecalActor',"(X=1467.635498,Y=8655.373047,Z=-755.387085)","(Pitch=0.000020,Yaw=-89.999420,Roll=89.999443)","(X=0.021031,Y=0.234274,Z=0.303384)",""
Row_7477,Class'/Script/Engine.DecalActor',"(X=1467.641357,Y=8533.726562,Z=-755.387085)","(Pitch=-0.000013,Yaw=-269.999390,Roll=90.000542)","(X=0.021031,Y=0.234274,Z=0.303384)",""
Row_7478,Class'/Script/Engine.DecalActor',"(X=1436.872681,Y=8657.373047,Z=-735.838318)","(Pitch=0.000020,Yaw=-89.999420,Roll=89.999443)","(X=0.021031,Y=0.146303,Z=0.156079)",""
Row_7479,Class'/Script/Engine.DecalActor',"(X=1393.682983,Y=8596.887695,Z=-746.215271)","(Pitch=0.000594,Yaw=0.001102,Roll=90.000008)","(X=0.021031,Y=0.146303,Z=0.156079)",""
Row_7480,Class'/Script/Engine.DecalActor',"(X=1393.682617,Y=8592.996094,Z=-733.900024)","(Pitch=0.000594,Yaw=0.001102,Roll=90.000008)","(X=0.021031,Y=0.146303,Z=0.156079)",""
