---,Actor,Location,Rotation,Scale,Meshes
Row_977,Class'/Script/Engine.StaticMeshActor',"(X=23429.138672,Y=25401.380859,Z=-1622.290527)","(Pitch=0.000000,Yaw=88.299011,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Construction_VOL1/Meshes/SM_Roadblock_01a.SM_Roadblock_01a'',Materials=(MaterialInstanceConstant'""/Game/Construction_VOL1/Materials/Instances/MI_Roadblock_01a""')))"
Row_978,Class'/Script/Engine.StaticMeshActor',"(X=23375.433594,Y=25148.017578,Z=-1622.100342)","(Pitch=0.000000,Yaw=-36.365967,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Construction_VOL1/Meshes/SM_WaterTank_01a.SM_WaterTank_01a'',Materials=(MaterialInstanceConstant'""/Game/Construction_VOL1/Materials/Instances/MI_WaterTank_01a""')))"
Row_979,Class'/Script/Engine.StaticMeshActor',"(X=-11463.679688,Y=21839.673828,Z=-508.985596)","(Pitch=0.000000,Yaw=-109.999969,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_980,Class'/Script/Engine.StaticMeshActor',"(X=-11465.387695,Y=21826.636719,Z=-563.380920)","(Pitch=0.000000,Yaw=-195.000092,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_981,Class'/Script/Engine.StaticMeshActor',"(X=-11378.509766,Y=23209.914062,Z=-589.564331)","(Pitch=0.000000,Yaw=-250.000183,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_982,Class'/Script/Engine.StaticMeshActor',"(X=-11545.209961,Y=22641.566406,Z=-596.970947)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.843416,Y=0.843416,Z=0.843416)",""
Row_983,Class'/Script/Engine.StaticMeshActor',"(X=-11523.736328,Y=21836.822266,Z=-345.799622)","(Pitch=0.000000,Yaw=-5.000046,Roll=0.000000)","(X=0.808863,Y=0.808863,Z=0.808863)",""
Row_984,Class'/Script/Engine.StaticMeshActor',"(X=-11555.029297,Y=22305.087891,Z=-556.450562)","(Pitch=0.000000,Yaw=30.000023,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_985,Class'/Script/Engine.StaticMeshActor',"(X=-11544.499023,Y=22291.316406,Z=-520.174438)","(Pitch=0.000000,Yaw=130.000137,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_986,Class'/Script/Engine.StaticMeshActor',"(X=-11476.843750,Y=21832.898438,Z=-400.194946)","(Pitch=0.000000,Yaw=-90.000061,Roll=0.000000)","(X=0.850361,Y=0.850361,Z=0.850361)",""
Row_987,Class'/Script/Engine.StaticMeshActor',"(X=-11557.837891,Y=22331.017578,Z=-518.830811)","(Pitch=0.000000,Yaw=30.000023,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_988,Class'/Script/Engine.StaticMeshActor',"(X=-11407.758789,Y=23167.773438,Z=-589.364624)","(Pitch=0.000000,Yaw=-260.000153,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_989,Class'/Script/Engine.StaticMeshActor',"(X=-10088.902344,Y=21755.847656,Z=-594.364502)","(Pitch=0.000000,Yaw=-180.000702,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_990,Class'/Script/Engine.StaticMeshActor',"(X=-10586.351562,Y=21764.552734,Z=-594.364502)","(Pitch=0.000000,Yaw=-360.001038,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_991,Class'/Script/Engine.StaticMeshActor',"(X=-10089.224609,Y=21761.937500,Z=-594.364502)","(Pitch=0.000000,Yaw=-180.000702,Roll=0.000000)","(X=0.990311,Y=1.671917,Z=1.000000)",""
Row_992,Class'/Script/Engine.StaticMeshActor',"(X=-10218.944336,Y=21755.173828,Z=-586.977905)","(Pitch=0.000000,Yaw=-40.000458,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_993,Class'/Script/Engine.StaticMeshActor',"(X=-11563.647461,Y=22987.615234,Z=-593.735657)","(Pitch=0.000000,Yaw=-185.005066,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_994,Class'/Script/Engine.StaticMeshActor',"(X=-11431.448242,Y=23266.941406,Z=-593.735657)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.819715,Y=0.819715,Z=0.894392)",""
Row_995,Class'/Script/Engine.StaticMeshActor',"(X=-11496.129883,Y=21831.367188,Z=-593.735718)","(Pitch=0.000000,Yaw=-90.000061,Roll=0.000000)","(X=0.830638,Y=1.000000,Z=1.000000)",""
Row_996,Class'/Script/Engine.StaticMeshActor',"(X=-11525.208984,Y=21829.982422,Z=-563.380920)","(Pitch=0.000000,Yaw=-170.000092,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_997,Class'/Script/Engine.StaticMeshActor',"(X=-11570.655273,Y=22965.447266,Z=-489.268280)","(Pitch=0.000000,Yaw=-325.004517,Roll=0.000000)","(X=0.527612,Y=0.527612,Z=0.527612)",""
Row_998,Class'/Script/Engine.StaticMeshActor',"(X=-11535.767578,Y=21834.201172,Z=-400.194977)","(Pitch=0.000000,Yaw=-25.000053,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_999,Class'/Script/Engine.StaticMeshActor',"(X=-11567.491211,Y=22054.283203,Z=-593.735657)","(Pitch=0.000000,Yaw=7.251549,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=0.844414)",""
Row_1000,Class'/Script/Engine.StaticMeshActor',"(X=17382.908203,Y=25656.492188,Z=-2060.812744)","(Pitch=1.670145,Yaw=-44.550297,Roll=5.016777)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/construction_blockade/SM_barricade.SM_barricade'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/construction_blockade/MI_baricade""')))"
Row_1001,Class'/Script/Engine.StaticMeshActor',"(X=17398.783203,Y=25687.429688,Z=-2211.221436)","(Pitch=0.000000,Yaw=-37.175671,Roll=5.855538)","(X=1.000000,Y=1.190154,Z=1.000000)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/TrailerHouse/SM_molo_part_half.SM_molo_part_half'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/TrailerHouse/wood/MI_Wood_3""')))"
Row_1002,Class'/Script/Engine.StaticMeshActor',"(X=17940.107422,Y=26462.251953,Z=-2218.704834)","(Pitch=0.259554,Yaw=-20.754559,Roll=-3.648901)","(X=1.000000,Y=1.190154,Z=1.000000)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/TrailerHouse/SM_molo_part_half.SM_molo_part_half'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/TrailerHouse/wood/MI_Wood_3""')))"
Row_1003,Class'/Script/Engine.StaticMeshActor',"(X=18077.794922,Y=27367.074219,Z=-2217.420166)","(Pitch=-2.690310,Yaw=30.426353,Roll=-1.024256)","(X=1.000000,Y=1.190154,Z=1.000000)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/TrailerHouse/SM_molo_part_half.SM_molo_part_half'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/TrailerHouse/wood/MI_Wood_3""')))"
Row_1004,Class'/Script/Engine.StaticMeshActor',"(X=-8672.172852,Y=16883.027344,Z=-582.921814)","(Pitch=0.000000,Yaw=-279.779846,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1005,Class'/Script/Engine.StaticMeshActor',"(X=-9821.245117,Y=17087.740234,Z=-582.921814)","(Pitch=0.000000,Yaw=-279.779846,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1006,Class'/Script/Engine.StaticMeshActor',"(X=6421.667969,Y=15966.947266,Z=-269.789490)","(Pitch=0.000000,Yaw=-90.000031,Roll=0.000000)","(X=2.000000,Y=2.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/carpet/SM_Carpet.SM_Carpet'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/carpet/material/carpet_inst""')))"
Row_1007,Class'/Script/Engine.StaticMeshActor',"(X=6704.521484,Y=15967.095703,Z=78.929756)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=0.650425)","((StaticMesh=StaticMesh'/Game/Assets/Environment/Props/SM_CeilingFan_01b_long.SM_CeilingFan_01b_long'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environment/Props/Materials/MI_CeilingFan_01""')))"
Row_1008,Class'/Script/Engine.StaticMeshActor',"(X=14946.740234,Y=23228.824219,Z=-1540.703857)","(Pitch=1.186534,Yaw=-54.273705,Roll=1.497980)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/NordicHarbour/Props/StreetFurniture/SM_ElectricityBox_TypeB.SM_ElectricityBox_TypeB'',Materials=(MaterialInstanceConstant'""/Game/NordicHarbour/Materials/StreetFurniture/MI_ElectricityBox_MMProps""')))"
Row_1009,Class'/Script/Engine.StaticMeshActor',"(X=14984.083984,Y=23176.820312,Z=-1540.860229)","(Pitch=1.186534,Yaw=-54.273705,Roll=1.497980)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/NordicHarbour/Props/StreetFurniture/SM_ElectricityBox_TypeC.SM_ElectricityBox_TypeC'',Materials=(MaterialInstanceConstant'""/Game/NordicHarbour/Materials/StreetFurniture/MI_ElectricityBox_MMProps""')))"
Row_1010,Class'/Script/Engine.StaticMeshActor',"(X=16215.329102,Y=32841.273438,Z=-1642.066162)","(Pitch=4.813331,Yaw=153.497849,Roll=0.000002)","(X=1.155610,Y=1.018731,Z=1.155610)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/BIG_desert_rock_08/SM_BIG_Desert_Rock_08_UE4.SM_BIG_Desert_Rock_08_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/BIG_desert_rock_08/Materials/M_BIG_Desert_Rock_08_UE4""',MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/BIG_desert_rock_08/Materials/M_BIG_Desert_Rock_08_UE4_LOD1""')))"
Row_1011,Class'/Script/Engine.StaticMeshActor',"(X=14461.480469,Y=32261.462891,Z=-1565.519531)","(Pitch=8.040640,Yaw=-38.451088,Roll=-38.832039)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/ShootingRange/Characters/SM_Character_06.SM_Character_06'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/ShootingRange/Characters/MI_Cutouts""')))"
Row_1012,Class'/Script/Engine.StaticMeshActor',"(X=14340.178711,Y=32231.904297,Z=-1494.151001)","(Pitch=42.386459,Yaw=79.985008,Roll=-5.921849)","(X=2.357344,Y=2.357344,Z=2.357344)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/ShootingRange/SM_Cutout_04.SM_Cutout_04'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/ShootingRange/MI_Cutouts""')))"
Row_1013,Class'/Script/Engine.StaticMeshActor',"(X=14408.973633,Y=32296.744141,Z=-1543.076172)","(Pitch=-68.032776,Yaw=209.713608,Roll=-23.465416)","(X=3.575098,Y=3.575098,Z=3.575098)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/ShootingRange/SM_Cutout_01.SM_Cutout_01'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/ShootingRange/MI_Cutouts""')))"
Row_1014,Class'/Script/Engine.StaticMeshActor',"(X=15084.959961,Y=32220.660156,Z=-1585.095581)","(Pitch=-3.300612,Yaw=-94.495644,Roll=4.092688)","(X=1.000000,Y=1.000000,Z=0.728643)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/SM_Desert_Rock_Pile_03_UE4.SM_Desert_Rock_Pile_03_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/Materials/M_Desert_Rock_Pile_01""')))"
Row_1015,Class'/Script/Engine.StaticMeshActor',"(X=18333.300781,Y=24493.570312,Z=-1913.481201)","(Pitch=0.000000,Yaw=33.917183,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/DLC008_RVCamp/Assets/construction_blockade/SM_barricade.SM_barricade'',Materials=(MaterialInstanceConstant'""/DLC008_RVCamp/Assets/construction_blockade/MI_baricade""')))"
Row_1016,Class'/Script/Engine.StaticMeshActor',"(X=18658.396484,Y=24387.257812,Z=-1913.478760)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.424857,Y=1.424857,Z=1.424857)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/SM_Desert_Rock_Pile_01_UE4.SM_Desert_Rock_Pile_01_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/Materials/M_Desert_Rock_Pile_01""')))"
Row_1017,Class'/Script/Engine.StaticMeshActor',"(X=18510.968750,Y=24229.351562,Z=-1922.526489)","(Pitch=0.000000,Yaw=-8.344175,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Meshes/Rocks/SM_Desert_Rock_Pile_01_with_Grass_UE4.SM_Desert_Rock_Pile_01_with_Grass_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/Materials/M_Desert_Rock_Pile_01""',MaterialInstanceConstant'""/Game/Foliage_Revamp/Materials/Foliage/M_GrassDry_01""')))"
Row_1018,Class'/Script/Engine.StaticMeshActor',"(X=18394.650391,Y=24463.039062,Z=-1916.632324)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/SM_Desert_Rock_Pile_02_UE4.SM_Desert_Rock_Pile_02_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/Materials/M_Desert_Rock_Pile_01""')))"
Row_1019,Class'/Script/Engine.StaticMeshActor',"(X=18577.322266,Y=24482.720703,Z=-1913.479614)","(Pitch=4.001664,Yaw=57.082996,Roll=-0.116692)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/SM_Desert_Rock_Pile_02_UE4.SM_Desert_Rock_Pile_02_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/Materials/M_Desert_Rock_Pile_01""')))"
Row_1020,Class'/Script/Engine.StaticMeshActor',"(X=18598.121094,Y=24650.087891,Z=-1936.434937)","(Pitch=0.000000,Yaw=12.214874,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/SM_Desert_Rock_Pile_03_UE4.SM_Desert_Rock_Pile_03_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/Materials/M_Desert_Rock_Pile_01""')))"
Row_1021,Class'/Script/Engine.StaticMeshActor',"(X=18783.398438,Y=24384.470703,Z=-1938.663574)","(Pitch=-3.515480,Yaw=0.391387,Roll=-6.356812)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/SM_Desert_Rock_Pile_03_UE4.SM_Desert_Rock_Pile_03_UE4'',Materials=(MaterialInstanceConstant'""/Game/Foliage_Revamp/Desert_Rocks_and_Cliffs/Static_Meshes/SMALL_Desert_Rocks/Desert_Rock_Piles/Materials/M_Desert_Rock_Pile_01""')))"
Row_1022,Class'/Script/Engine.StaticMeshActor',"(X=18482.117188,Y=24365.523438,Z=-1913.481323)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Plugins/ModularSewerSystem/Models/Detail/Trash/SM_RubblePile_B.SM_RubblePile_B'',Materials=(MaterialInstanceConstant'""/Game/Plugins/ModularSewerSystem/Materials/Detail/MI_RubblePileStatic""')))"
Row_1023,Class'/Script/Engine.StaticMeshActor',"(X=18287.546875,Y=24185.460938,Z=-1872.307861)","(Pitch=-11.928009,Yaw=11.442210,Roll=3.630825)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/TreeLogs/SM_TreeLog_02.SM_TreeLog_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/TreeLogs/MI_TreeLog_02""')))"
Row_1024,Class'/Script/Engine.StaticMeshActor',"(X=18307.443359,Y=24316.937500,Z=-1887.194336)","(Pitch=-9.353727,Yaw=-21.969248,Roll=3.698693)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=StaticMesh'/Game/Assets/TreeLogs/SM_TreeLog_01.SM_TreeLog_01'',Materials=(MaterialInstanceConstant'""/Game/Assets/TreeLogs/MI_TreeLog_01""')))"
Row_1025,Class'/Script/Engine.StaticMeshActor',"(X=18286.515625,Y=24356.605469,Z=-1896.982300)","(Pitch=-3.325408,Yaw=6.742606,Roll=0.453138)","(X=1.000000,Y=0.654046,Z=0.654046)","((StaticMesh=StaticMesh'/Game/Assets/TreeLogs/SM_TreeLog_03.SM_TreeLog_03'',Materials=(MaterialInstanceConstant'""/Game/Assets/TreeLogs/MI_TreeLog_03""')))"
Row_1026,Class'/Script/Engine.StaticMeshActor',"(X=18624.714844,Y=24536.095703,Z=-1890.162720)","(Pitch=0.000000,Yaw=-12.992033,Roll=0.000000)","(X=1.199233,Y=1.199233,Z=1.199233)","((StaticMesh=StaticMesh'/Game/Assets/TreeLogs/SM_TreeLog_02.SM_TreeLog_02'',Materials=(MaterialInstanceConstant'""/Game/Assets/TreeLogs/MI_TreeLog_02""')))"
Row_1027,Class'/Script/Engine.StaticMeshActor',"(X=18535.796875,Y=24421.087891,Z=-1892.591675)","(Pitch=0.000000,Yaw=-55.350250,Roll=-102.752953)","(X=1.199233,Y=1.199233,Z=1.199233)","((StaticMesh=StaticMesh'/Game/Assets/TreeLogs/SM_TreeLog_01.SM_TreeLog_01'',Materials=(MaterialInstanceConstant'""/Game/Assets/TreeLogs/MI_TreeLog_01""')))"
Row_1028,Class'/Script/Engine.StaticMeshActor',"(X=-12564.884766,Y=16371.219727,Z=-597.193542)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.032500,Y=1.032500,Z=1.032500)",""
Row_1029,Class'/Script/Engine.StaticMeshActor',"(X=-11902.029297,Y=15531.628906,Z=-596.872803)","(Pitch=0.000000,Yaw=-129.999344,Roll=-5.427555)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1030,Class'/Script/Engine.StaticMeshActor',"(X=-12276.024414,Y=15989.619141,Z=-608.969238)","(Pitch=26.024420,Yaw=-30.179781,Roll=0.000013)","(X=1.147500,Y=1.147500,Z=1.147500)",""
Row_1031,Class'/Script/Engine.StaticMeshActor',"(X=-12232.370117,Y=15866.767578,Z=-608.969238)","(Pitch=6.386288,Yaw=-183.076920,Roll=20.613293)","(X=1.147500,Y=1.147500,Z=1.147500)",""
Row_1032,Class'/Script/Engine.StaticMeshActor',"(X=-12424.085938,Y=16317.201172,Z=-597.195374)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.035000,Y=1.035000,Z=1.035000)",""
Row_1033,Class'/Script/Engine.StaticMeshActor',"(X=-12101.810547,Y=15534.312500,Z=-599.325195)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.055000,Y=1.055000,Z=1.055000)",""
Row_1034,Class'/Script/Engine.StaticMeshActor',"(X=-12945.506836,Y=16341.829102,Z=-183.810425)","(Pitch=0.000000,Yaw=-59.555069,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1035,Class'/Script/Engine.StaticMeshActor',"(X=-9125.099609,Y=15254.490234,Z=-453.316193)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1036,Class'/Script/Engine.StaticMeshActor',"(X=-10863.786133,Y=16110.777344,Z=-484.887726)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1037,Class'/Script/Engine.StaticMeshActor',"(X=-10863.708008,Y=15729.018555,Z=-513.857300)","(Pitch=0.000000,Yaw=109.955956,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1038,Class'/Script/Engine.StaticMeshActor',"(X=-10481.044922,Y=16129.952148,Z=-479.939850)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1039,Class'/Script/Engine.StaticMeshActor',"(X=-12537.583008,Y=16591.869141,Z=-617.670227)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1040,Class'/Script/Engine.StaticMeshActor',"(X=-11949.762695,Y=15663.043945,Z=-568.195801)","(Pitch=-55.563641,Yaw=-83.648743,Roll=58.681019)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1041,Class'/Script/Engine.StaticMeshActor',"(X=-12916.196289,Y=16361.978516,Z=-617.670227)","(Pitch=0.000000,Yaw=72.325455,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1042,Class'/Script/Engine.StaticMeshActor',"(X=-12317.767578,Y=15322.102539,Z=-617.670227)","(Pitch=0.000000,Yaw=72.325455,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1043,Class'/Script/Engine.StaticMeshActor',"(X=-12185.885742,Y=15674.170898,Z=-597.193542)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1044,Class'/Script/Engine.StaticMeshActor',"(X=-12307.815430,Y=15512.048828,Z=-597.193481)","(Pitch=0.000000,Yaw=-112.739738,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1045,Class'/Script/Engine.StaticMeshActor',"(X=-11996.554688,Y=15684.154297,Z=-518.916199)","(Pitch=90.000000,Yaw=2520.000000,Roll=2290.854736)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1046,Class'/Script/Engine.StaticMeshActor',"(X=-12054.229492,Y=15447.404297,Z=-591.217468)","(Pitch=90.000000,Yaw=0.000000,Roll=-17.487854)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1047,Class'/Script/Engine.StaticMeshActor',"(X=-12053.459961,Y=15451.144531,Z=-518.916199)","(Pitch=90.000000,Yaw=180.000000,Roll=113.366554)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1048,Class'/Script/Engine.StaticMeshActor',"(X=-11996.554688,Y=15684.154297,Z=-591.217468)","(Pitch=90.000000,Yaw=0.000000,Roll=180.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1049,Class'/Script/Engine.StaticMeshActor',"(X=-11992.715820,Y=15691.119141,Z=-543.218872)","(Pitch=0.000007,Yaw=-43.743572,Roll=90.000023)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1050,Class'/Script/Engine.StaticMeshActor',"(X=-11994.062500,Y=15679.411133,Z=-495.175720)","(Pitch=0.000007,Yaw=-19.516224,Roll=90.000023)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1051,Class'/Script/Engine.StaticMeshActor',"(X=-12046.610352,Y=15451.225586,Z=-568.053772)","(Pitch=0.000000,Yaw=-193.255508,Roll=89.999947)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1052,Class'/Script/Engine.StaticMeshActor',"(X=-12052.828125,Y=15446.836914,Z=-543.218872)","(Pitch=0.000007,Yaw=-206.255844,Roll=89.999954)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1053,Class'/Script/Engine.StaticMeshActor',"(X=-12055.050781,Y=15443.352539,Z=-495.175720)","(Pitch=0.000027,Yaw=-182.028641,Roll=89.999962)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1054,Class'/Script/Engine.StaticMeshActor',"(X=-10120.927734,Y=13840.939453,Z=-582.000000)","(Pitch=0.000000,Yaw=266.538666,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1055,Class'/Script/Engine.StaticMeshActor',"(X=-10122.000000,Y=13909.000000,Z=-582.000000)","(Pitch=0.000000,Yaw=266.538666,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1056,Class'/Script/Engine.StaticMeshActor',"(X=-12126.418945,Y=15434.810547,Z=-591.991089)","(Pitch=0.000000,Yaw=-193.255508,Roll=89.999947)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1057,Class'/Script/Engine.StaticMeshActor',"(X=-12120.911133,Y=15435.926758,Z=-567.156189)","(Pitch=0.000007,Yaw=-206.255844,Roll=89.999954)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1058,Class'/Script/Engine.StaticMeshActor',"(X=-12127.001953,Y=15428.388672,Z=-543.235535)","(Pitch=0.000007,Yaw=-256.362793,Roll=89.999947)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1059,Class'/Script/Engine.StaticMeshActor',"(X=-11992.268555,Y=15685.098633,Z=-568.053772)","(Pitch=0.000000,Yaw=0.000000,Roll=90.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1060,Class'/Script/Engine.StaticMeshActor',"(X=-12821.093750,Y=16562.796875,Z=-588.553528)","(Pitch=-9.815049,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_1061,Class'/Script/Engine.StaticMeshActor',"(X=21198.490234,Y=23666.673828,Z=-1602.016479)","(Pitch=0.000000,Yaw=85.256584,Roll=0.000000)","(X=0.015308,Y=0.015308,Z=1.000000)","((StaticMesh=StaticMesh'/Engine/BasicShapes/Cylinder.Cylinder'',Materials=(Material'""/Engine/EngineMaterials/DefaultMaterial""')))"
